method,knob,fold,context_idx,solved,feasible,objective
cp@rho=0.5,0.3,3,256,1.0,1.0,12.17769011383715
cp@rho=0.5,0.3,3,263,1.0,1.0,12.758666294664105
cp@rho=0.5,0.3,3,265,1.0,1.0,12.61775498132897
cp@rho=0.5,0.3,3,278,1.0,1.0,10.43674304064339
cp@rho=0.5,0.3,3,281,1.0,1.0,11.381599442804509
cp@rho=0.5,0.3,3,282,1.0,1.0,8.998367283984921
cp@rho=0.5,0.3,3,311,1.0,1.0,11.776388958301501
cp@rho=0.5,0.3,3,319,1.0,1.0,12.248637165487395
cp@rho=0.5,0.1,0,1,1.0,1.0,11.263978015795239
cp@rho=0.5,0.1,0,2,1.0,0.0,11.403622887775091
cp@rho=0.5,0.1,0,7,1.0,1.0,10.718042393166266
cp@rho=0.5,0.1,0,9,1.0,1.0,9.003543760394718
cp@rho=0.5,0.1,0,26,1.0,1.0,10.234510821126046
cp@rho=0.5,0.1,0,50,1.0,1.0,11.033399948296205
cp@rho=0.5,0.1,0,57,1.0,1.0,9.767125941957394
cp@rho=0.5,0.1,0,73,1.0,1.0,10.060985930617884
cp@rho=0.5,0.1,0,98,1.0,1.0,11.351409860205878
cp@rho=0.5,0.1,0,100,1.0,0.0,11.90255584940804
cp@rho=0.5,0.1,0,110,0.0,nan,nan
cp@rho=0.5,0.1,0,111,1.0,1.0,11.038500263139625
cp@rho=0.5,0.1,0,115,1.0,1.0,11.42267053910637
cp@rho=0.5,0.1,0,158,1.0,1.0,11.317222250398219
cp@rho=0.5,0.1,0,180,1.0,1.0,11.587868053114896
cp@rho=0.5,0.1,0,181,1.0,1.0,12.145778778934107
cp@rho=0.5,0.1,0,192,1.0,1.0,11.195283858312855
cp@rho=0.5,0.1,0,199,1.0,1.0,11.289208429895004
cp@rho=0.5,0.1,0,212,1.0,1.0,11.523641521034108
cp@rho=0.5,0.1,0,214,1.0,1.0,11.152293000652294
cp@rho=0.5,0.1,0,230,1.0,1.0,11.122208739596315
cp@rho=0.5,0.1,0,231,1.0,1.0,11.09194362761314
